Record ID,Granite type,Geological Group ID,reported_type_normalized,filter_status
R1498,A,GG0092,A,excluded_group_protocol
R1499,A,GG0092,A,excluded_group_protocol
R1500,A,GG0092,A,excluded_group_protocol
R1501,A,GG0092,A,excluded_group_protocol
R1502,A,GG0092,A,excluded_group_protocol
R1503,A,GG0092,A,excluded_group_protocol
R1504,A,GG0092,A,excluded_group_protocol
R1505,A,GG0092,A,excluded_group_protocol
R1506,A,GG0092,A,excluded_group_protocol
R1507,S,GG0093,S,excluded_group_protocol
R1508,S,GG0093,S,excluded_group_protocol
R1509,S,GG0093,S,excluded_group_protocol
R1510,S,GG0093,S,excluded_group_protocol
R1511,S,GG0093,S,excluded_group_protocol
R1512,S,GG0093,S,excluded_group_protocol
R1513,S,GG0093,S,excluded_group_protocol
R1514,S,GG0093,S,excluded_group_protocol
R1515,S,GG0093,S,excluded_group_protocol
R1516,S,GG0093,S,excluded_group_protocol
R1517,S,GG0093,S,excluded_group_protocol
R1518,S,GG0093,S,excluded_group_protocol
R1519,S,GG0093,S,excluded_group_protocol
R1520,S,GG0093,S,excluded_group_protocol
R1521,S,GG0093,S,excluded_group_protocol
R1522,S,GG0093,S,excluded_group_protocol
R1523,S,GG0093,S,excluded_group_protocol
R1524,S,GG0093,S,excluded_group_protocol
R1525,S,GG0093,S,excluded_group_protocol
R1526,S,GG0093,S,excluded_group_protocol
R1527,S,GG0093,S,excluded_group_protocol
R1528,S,GG0094,S,excluded_group_protocol
R1529,S,GG0094,S,excluded_group_protocol
R1530,S,GG0094,S,excluded_group_protocol
R1531,S,GG0094,S,excluded_group_protocol
R1532,S,GG0094,S,excluded_group_protocol
R1533,S,GG0094,S,excluded_group_protocol
R1534,S,GG0094,S,excluded_group_protocol
R1535,S,GG0094,S,excluded_group_protocol
R1536,S,GG0094,S,excluded_group_protocol
R1537,S,GG0094,S,excluded_group_protocol
R1538,S,GG0094,S,excluded_group_protocol
R1539,S,GG0094,S,excluded_group_protocol
R1540,S,GG0094,S,excluded_group_protocol
R1541,A,GG0095,A,excluded_group_protocol
R1542,A,GG0095,A,excluded_group_protocol
R1543,A,GG0095,A,excluded_group_protocol
R1544,A,GG0095,A,excluded_group_protocol
R1545,A,GG0095,A,excluded_group_protocol
R1546,A,GG0095,A,excluded_group_protocol
R1547,A,GG0095,A,excluded_group_protocol
R1548,A,GG0095,A,excluded_group_protocol
R1549,A,GG0095,A,excluded_group_protocol
R1550,A,GG0095,A,excluded_group_protocol
R1551,A,GG0095,A,excluded_group_protocol
R1552,A,GG0095,A,excluded_group_protocol
R1553,A,GG0095,A,excluded_group_protocol
R1554,A,GG0095,A,excluded_group_protocol
R1555,A,GG0095,A,excluded_group_protocol
R1556,A,GG0095,A,excluded_group_protocol
R1557,A,GG0095,A,excluded_group_protocol
R1558,A,GG0095,A,excluded_group_protocol
R1559,A,GG0095,A,excluded_group_protocol
R1560,A,GG0095,A,excluded_group_protocol
R1561,A,GG0095,A,excluded_group_protocol
R1562,A,GG0095,A,excluded_group_protocol
R1563,A,GG0095,A,excluded_group_protocol
R1564,A,GG0095,A,excluded_group_protocol
R1565,A,GG0095,A,excluded_group_protocol
R1566,A,GG0095,A,excluded_group_protocol
R1567,A,GG0095,A,excluded_group_protocol
R1568,A,GG0095,A,excluded_group_protocol
R1569,A,GG0095,A,excluded_group_protocol
R1570,A,GG0095,A,excluded_group_protocol
R1571,A,GG0095,A,excluded_group_protocol
R1572,A,GG0095,A,excluded_group_protocol
R1573,A,GG0095,A,excluded_group_protocol
R1574,S,GG0096,S,retained
R1575,S,GG0096,S,retained
R1576,S,GG0096,S,retained
R1577,S,GG0096,S,retained
R1578,S,GG0096,S,retained
R1579,S,GG0096,S,retained
R1580,S,GG0096,S,retained
R1581,S,GG0096,S,retained
R1582,S,GG0096,S,retained
R1583,S,GG0097,S,excluded_group_protocol
R1584,S,GG0097,S,excluded_group_protocol
R1585,S,GG0097,S,excluded_group_protocol
R1586,S,GG0097,S,excluded_group_protocol
R1587,S,GG0097,S,excluded_group_protocol
R1588,S,GG0097,S,excluded_group_protocol
R1589,S,GG0097,S,excluded_group_protocol
R1590,S,GG0097,S,excluded_group_protocol
R1591,I,GG0039,I,retained
R1592,I,GG0039,I,retained
R1593,I,GG0039,I,retained
R1594,I,GG0039,I,retained
R1595,I,GG0039,I,retained
R1596,I,GG0039,I,retained
R1597,I,GG0039,I,retained
R1598,I,GG0039,I,retained
R1599,I,GG0039,I,retained
R1600,I,GG0039,I,retained
R1601,I,GG0039,I,retained
R1602,I,GG0039,I,retained
R1603,I,GG0039,I,retained
R1604,I,GG0039,I,retained
R1605,I,GG0039,I,retained
R1606,I,GG0039,I,retained
R1607,I,GG0039,I,retained
R1608,I,GG0039,I,retained
R1609,I,GG0039,I,retained
R1610,I,GG0039,I,retained
R1611,I,GG0039,I,retained
R1612,I,GG0039,I,retained
R1613,I,GG0039,I,retained
R1614,I,GG0039,I,retained
R1615,I,GG0039,I,retained
R1616,I,GG0039,I,retained
R1617,I,GG0039,I,retained
R1618,I,GG0039,I,retained
R1619,I,GG0039,I,retained
R1620,I,GG0039,I,retained
R1621,I,GG0039,I,retained
R1622,I,GG0039,I,retained
R1623,I,GG0039,I,retained
R1624,I,GG0039,I,retained
R1625,I,GG0039,I,retained
R1626,I,GG0039,I,retained
R1627,I,GG0039,I,retained
R1628,I,GG0039,I,retained
R1629,I,GG0039,I,retained
R1630,I,GG0039,I,retained
R1631,I,GG0039,I,retained
R1632,I,GG0039,I,retained
R1633,I,GG0039,I,retained
R1634,I,GG0039,I,retained
R1635,I,GG0039,I,retained
R1636,I,GG0039,I,retained
R1637,I,GG0098,I,excluded_group_protocol
R1638,I,GG0098,I,excluded_group_protocol
R1639,I,GG0098,I,excluded_group_protocol
R1640,I,GG0098,I,excluded_group_protocol
R1641,I,GG0098,I,excluded_group_protocol
R1642,I,GG0098,I,excluded_group_protocol
R1643,I,GG0098,I,excluded_group_protocol
R1644,I,GG0098,I,excluded_group_protocol
R1645,I,GG0098,I,excluded_group_protocol
R1646,I,GG0098,I,excluded_group_protocol
R1647,I,GG0098,I,excluded_group_protocol
R1648,I,GG0098,I,excluded_group_protocol
R1649,I,GG0098,I,excluded_group_protocol
R1650,I,GG0098,I,excluded_group_protocol
R1651,I,GG0098,I,excluded_group_protocol
R1652,I,GG0098,I,excluded_group_protocol
R1653,I,GG0098,I,excluded_group_protocol
R1654,I,GG0098,I,excluded_group_protocol
R1655,S,GG0024,S,retained
R1656,S,GG0024,S,retained
R1657,S,GG0024,S,retained
R1658,S,GG0024,S,retained
R1659,S,GG0024,S,retained
R1660,S,GG0024,S,retained
R1661,S,GG0024,S,retained
R1662,S,GG0024,S,retained
R1663,S,GG0024,S,retained
R1664,S,GG0024,S,retained
R1665,S,GG0024,S,retained
R1666,S,GG0024,S,retained
R1667,S,GG0024,S,retained
R1668,S,GG0024,S,retained
R1669,S,GG0024,S,retained
R1670,S,GG0024,S,retained
R1671,S,GG0024,S,retained
R1672,S,GG0024,S,retained
R1673,S,GG0024,S,retained
R1674,S,GG0024,S,retained
R1675,I,GG0044,I,excluded_group_protocol
R1676,I,GG0044,I,excluded_group_protocol
R1677,I,GG0044,I,excluded_group_protocol
R1678,I,GG0044,I,excluded_group_protocol
R1679,I,GG0044,I,excluded_group_protocol
R1680,S,GG0099,S,retained
R1681,S,GG0099,S,retained
R1682,S,GG0099,S,retained
R1683,S,GG0099,S,retained
R1684,S,GG0099,S,retained
R1685,S,GG0099,S,retained
R1686,S,GG0099,S,retained
R1687,S,GG0100,S,excluded_group_protocol
R1688,S,GG0100,S,excluded_group_protocol
R1689,S,GG0100,S,excluded_group_protocol
R1690,S,GG0100,S,excluded_group_protocol
R1691,S,GG0100,S,excluded_group_protocol
R1692,S,GG0100,S,excluded_group_protocol
R1693,S,GG0100,S,excluded_group_protocol
R1694,S,GG0100,S,excluded_group_protocol
R1695,S,GG0100,S,excluded_group_protocol
R1696,S,GG0100,S,excluded_group_protocol
R1697,S,GG0100,S,excluded_group_protocol
R1698,S,GG0100,S,excluded_group_protocol
R1699,S,GG0100,S,excluded_group_protocol
R1700,S,GG0018,S,retained
R1701,S,GG0018,S,retained
R1702,S,GG0018,S,retained
R1703,S,GG0018,S,retained
R1704,S,GG0018,S,retained
R1705,S,GG0018,S,retained
R1706,S,GG0018,S,retained
R1707,S,GG0018,S,retained
R1708,S,GG0018,S,retained
R1709,S,GG0018,S,retained
R1710,S,GG0018,S,retained
R1711,S,GG0018,S,retained
R1712,S,GG0018,S,retained
R1713,S,GG0018,S,retained
R1714,S,GG0018,S,retained
R1715,I,GG0101,I,retained
R1716,I,GG0101,I,retained
R1717,I,GG0101,I,retained
R1718,I,GG0101,I,retained
R1719,I,GG0101,I,retained
R1720,A,GG0102,A,retained
R1721,A,GG0102,A,retained
R1722,A,GG0102,A,retained
R1723,A,GG0102,A,retained
R1724,A,GG0102,A,retained
R1725,A,GG0102,A,retained
R1726,A,GG0102,A,retained
R1727,A,GG0102,A,retained
R1728,A,GG0102,A,retained
R1729,A,GG0102,A,retained
R1730,A,GG0102,A,retained
R1731,A,GG0102,A,retained
R1732,A,GG0102,A,retained
R1733,A,GG0102,A,retained
R1734,A,GG0102,A,retained
R1735,A,GG0102,A,retained
R1736,A,GG0102,A,retained
R1737,A,GG0102,A,retained
R1738,A,GG0102,A,retained
R1739,A,GG0102,A,retained
R1740,A,GG0037,A,retained
R1741,A,GG0037,A,retained
R1742,A,GG0037,A,retained
R1743,A,GG0037,A,retained
R1744,A,GG0037,A,retained
R1745,A,GG0037,A,retained
R1746,I,GG0103,I,retained
R1747,I,GG0103,I,retained
R1748,I,GG0103,I,retained
R1749,I,GG0103,I,retained
R1750,I,GG0103,I,retained
R1751,I,GG0103,I,retained
R1752,I,GG0103,I,retained
R1753,I,GG0103,I,retained
R1754,I,GG0103,I,retained
R1755,I,GG0103,I,retained
R1756,I,GG0103,I,retained
R1757,I,GG0103,I,retained
R1758,A,GG0104,A,excluded_group_protocol
R1759,A,GG0104,A,excluded_group_protocol
R1760,A,GG0104,A,excluded_group_protocol
R1761,A,GG0104,A,excluded_group_protocol
R1762,A,GG0104,A,excluded_group_protocol
R1763,A,GG0104,A,excluded_group_protocol
R1764,I,GG0105,I,excluded_group_protocol
R1765,I,GG0105,I,excluded_group_protocol
R1766,I,GG0105,I,excluded_group_protocol
R1767,I,GG0105,I,excluded_group_protocol
R1768,I,GG0105,I,excluded_group_protocol
R1769,I,GG0105,I,excluded_group_protocol
R1770,I,GG0105,I,excluded_group_protocol
R1771,I,GG0105,I,excluded_group_protocol
R1772,I,GG0105,I,excluded_group_protocol
R1773,I,GG0105,I,excluded_group_protocol
R1774,I,GG0105,I,excluded_group_protocol
R1775,I,GG0106,I,excluded_group_protocol
R1776,I,GG0106,I,excluded_group_protocol
R1777,I,GG0106,I,excluded_group_protocol
R1778,I,GG0106,I,excluded_group_protocol
R1779,I,GG0106,I,excluded_group_protocol
R1780,I,GG0106,I,excluded_group_protocol
R1781,I,GG0106,I,excluded_group_protocol
R1782,I,GG0106,I,excluded_group_protocol
R1783,I,GG0106,I,excluded_group_protocol
R1784,I,GG0106,I,excluded_group_protocol
R1785,I,GG0106,I,excluded_group_protocol
R1786,I,GG0106,I,excluded_group_protocol
R1787,I,GG0106,I,excluded_group_protocol
R1788,I,GG0106,I,excluded_group_protocol
R1789,I,GG0106,I,excluded_group_protocol
R1790,I,GG0106,I,excluded_group_protocol
R1791,I,GG0106,I,excluded_group_protocol
R1792,I,GG0106,I,excluded_group_protocol
R1793,I,GG0106,I,excluded_group_protocol
R1794,I,GG0106,I,excluded_group_protocol
R1795,I,GG0106,I,excluded_group_protocol
R1796,I,GG0106,I,excluded_group_protocol
R1797,I,GG0106,I,excluded_group_protocol
R1798,I,GG0106,I,excluded_group_protocol
R1799,I,GG0106,I,excluded_group_protocol
R1800,I,GG0029,I,retained
R1801,I,GG0029,I,retained
R1802,I,GG0029,I,retained
R1803,I,GG0029,I,retained
R1804,I,GG0029,I,retained
R1805,I,GG0029,I,retained
R1806,I,GG0029,I,retained
R1807,I,GG0107,I,excluded_group_protocol
R1808,I,GG0107,I,excluded_group_protocol
R1809,I,GG0107,I,excluded_group_protocol
R1810,I,GG0107,I,excluded_group_protocol
R1811,I,GG0107,I,excluded_group_protocol
R1812,A,GG0108,A,excluded_group_protocol
R1813,A,GG0108,A,excluded_group_protocol
R1814,A,GG0108,A,excluded_group_protocol
R1815,A,GG0108,A,excluded_group_protocol
R1816,A,GG0108,A,excluded_group_protocol
R1817,A,GG0108,A,excluded_group_protocol
R1818,A,GG0108,A,excluded_group_protocol
R1819,A,GG0108,A,excluded_group_protocol
R1820,A,GG0108,A,excluded_group_protocol
R1821,A,GG0108,A,excluded_group_protocol
R1822,A,GG0108,A,excluded_group_protocol
R1823,A,GG0108,A,excluded_group_protocol
R1824,A,GG0108,A,excluded_group_protocol
R1825,A,GG0108,A,excluded_group_protocol
R1826,A,GG0108,A,excluded_group_protocol
R1827,A,GG0108,A,excluded_group_protocol
R1828,A,GG0108,A,excluded_group_protocol
R1829,A,GG0108,A,excluded_group_protocol
R1830,A,GG0108,A,excluded_group_protocol
R1831,A,GG0108,A,excluded_group_protocol
R1832,A,GG0108,A,excluded_group_protocol
R1833,A,GG0108,A,excluded_group_protocol
R1834,A,GG0108,A,excluded_group_protocol
R1835,A,GG0108,A,excluded_group_protocol
R1836,A,GG0108,A,excluded_group_protocol
R1837,A,GG0108,A,excluded_group_protocol
R1838,A,GG0108,A,excluded_group_protocol
R1839,A,GG0108,A,excluded_group_protocol
R1840,A,GG0108,A,excluded_group_protocol
R1841,A,GG0108,A,excluded_group_protocol
R1842,A,GG0108,A,excluded_group_protocol
R1843,A,GG0108,A,excluded_group_protocol
R1844,A,GG0108,A,excluded_group_protocol
R1845,A,GG0108,A,excluded_group_protocol
R1846,A,GG0108,A,excluded_group_protocol
R1847,A,GG0108,A,excluded_group_protocol
R1848,A,GG0108,A,excluded_group_protocol
R1849,A,GG0108,A,excluded_group_protocol
R1850,A,GG0108,A,excluded_group_protocol
R1851,A,GG0108,A,excluded_group_protocol
R1852,I,GG0109,I,excluded_group_protocol
R1853,I,GG0109,I,excluded_group_protocol
R1854,I,GG0109,I,excluded_group_protocol
R1855,I,GG0109,I,excluded_group_protocol
R1856,I,GG0109,I,excluded_group_protocol
R1857,I,GG0109,I,excluded_group_protocol
R1858,I,GG0109,I,excluded_group_protocol
R1859,I,GG0109,I,excluded_group_protocol
R1860,I,GG0109,I,excluded_group_protocol
R1861,I,GG0110,I,excluded_group_protocol
R1862,I,GG0110,I,excluded_group_protocol
R1863,I,GG0110,I,excluded_group_protocol
R1864,I,GG0110,I,excluded_group_protocol
R1865,I,GG0110,I,excluded_group_protocol
R1866,I,GG0110,I,excluded_group_protocol
R1867,I,GG0110,I,excluded_group_protocol
R1868,I,GG0110,I,excluded_group_protocol
R1869,I,GG0110,I,excluded_group_protocol
R1870,I,GG0110,I,excluded_group_protocol
R1871,I,GG0110,I,excluded_group_protocol
R1872,I,GG0110,I,excluded_group_protocol
R1873,I,GG0110,I,excluded_group_protocol
R1874,I,GG0111,I,excluded_group_protocol
R1875,I,GG0111,I,excluded_group_protocol
R1876,I,GG0111,I,excluded_group_protocol
R1877,I,GG0111,I,excluded_group_protocol
R1878,I,GG0111,I,excluded_group_protocol
R1879,I,GG0111,I,excluded_group_protocol
R1880,I,GG0111,I,excluded_group_protocol
R1881,I,GG0111,I,excluded_group_protocol
R1882,I,GG0111,I,excluded_group_protocol
R1883,I,GG0111,I,excluded_group_protocol
R1884,I,GG0111,I,excluded_group_protocol
R1885,I,GG0111,I,excluded_group_protocol
R1886,I,GG0111,I,excluded_group_protocol
R1887,I,GG0111,I,excluded_group_protocol
R1888,I,GG0111,I,excluded_group_protocol
R1889,I,GG0111,I,excluded_group_protocol
R1890,I,GG0111,I,excluded_group_protocol
R1891,I,GG0111,I,excluded_group_protocol
R1892,I,GG0111,I,excluded_group_protocol
R1893,I,GG0111,I,excluded_group_protocol
R1894,I,GG0111,I,excluded_group_protocol
R1895,I,GG0111,I,excluded_group_protocol
R1896,I,GG0111,I,excluded_group_protocol
R1897,I,GG0111,I,excluded_group_protocol
R1898,I,GG0111,I,excluded_group_protocol
R1899,I,GG0111,I,excluded_group_protocol
R1900,I,GG0111,I,excluded_group_protocol
R1901,I,GG0111,I,excluded_group_protocol
R1902,I,GG0111,I,excluded_group_protocol
R1903,I,GG0111,I,excluded_group_protocol
R1904,I,GG0111,I,excluded_group_protocol
R1905,I,GG0111,I,excluded_group_protocol
R1906,I,GG0111,I,excluded_group_protocol
R1907,I,GG0111,I,excluded_group_protocol
R1908,I,GG0111,I,excluded_group_protocol
R1909,S,GG0030,S,excluded_weak_mixed_group_minority
R1910,S,GG0030,S,excluded_weak_mixed_group_minority
R1911,S,GG0030,S,excluded_weak_mixed_group_minority
R1912,S,GG0030,S,excluded_weak_mixed_group_minority
R1913,S,GG0030,S,excluded_weak_mixed_group_minority
R1914,S,GG0030,S,excluded_weak_mixed_group_minority
R1915,S,GG0030,S,excluded_weak_mixed_group_minority
R1916,S,GG0030,S,excluded_weak_mixed_group_minority
R1917,S,GG0030,S,excluded_weak_mixed_group_minority
R1918,S,GG0030,S,excluded_weak_mixed_group_minority
R1919,I,GG0030,I,retained
R1920,I,GG0030,I,retained
R1921,I,GG0030,I,retained
R1922,I,GG0030,I,retained
R1923,I,GG0030,I,retained
R1924,I,GG0030,I,retained
R1925,I,GG0030,I,retained
R1926,I,GG0030,I,retained
R1927,I,GG0030,I,retained
R1928,I,GG0030,I,retained
R1929,I,GG0030,I,retained
R1930,I,GG0030,I,retained
R1931,I,GG0030,I,retained
R1932,I,GG0030,I,retained
R1933,I,GG0030,I,retained
R1934,I,GG0030,I,retained
R1935,I,GG0030,I,retained
R1936,I,GG0030,I,retained
R1937,I,GG0030,I,retained
R1938,I,GG0030,I,retained
R1939,I,GG0030,I,retained
R1940,I,GG0030,I,retained
R1941,I,GG0030,I,retained
R1942,I,GG0030,I,retained
R1943,I,GG0030,I,retained
R1944,I,GG0030,I,retained
R1945,I,GG0030,I,retained
R1946,I,GG0030,I,retained
R1947,I,GG0030,I,retained
R1948,I,GG0030,I,retained
R1949,I,GG0030,I,retained
R1950,I,GG0030,I,retained
R1951,I,GG0030,I,retained
R1952,I,GG0030,I,retained
R1953,I,GG0030,I,retained
R1954,I,GG0030,I,retained
R1955,I,GG0030,I,retained
R1956,I,GG0030,I,retained
R1957,I,GG0030,I,retained
R1958,I,GG0030,I,retained
R1959,I,GG0030,I,retained
R1960,I,GG0030,I,retained
R1961,I,GG0030,I,retained
R1962,I,GG0030,I,retained
R1963,I,GG0030,I,retained
R1964,I,GG0030,I,retained
R1965,I,GG0030,I,retained
R1966,I,GG0030,I,retained
R1967,I,GG0030,I,retained
R1968,I,GG0030,I,retained
R1969,I,GG0030,I,retained
R1970,S,GG0005,S,retained
R1971,S,GG0005,S,retained
R1972,S,GG0005,S,retained
R1973,S,GG0005,S,retained
R1974,S,GG0005,S,retained
R1975,S,GG0005,S,retained
R1976,S,GG0005,S,retained
R1977,S,GG0005,S,retained
R1978,S,GG0005,S,retained
R1979,S,GG0005,S,retained
R1980,S,GG0005,S,retained
R1981,S,GG0005,S,retained
R1982,S,GG0005,S,retained
R1983,S,GG0005,S,retained
R1984,S,GG0005,S,retained
R1985,S,GG0005,S,retained
R1986,S,GG0005,S,retained
R1987,S,GG0005,S,retained
R1988,S,GG0005,S,retained
R1989,S,GG0005,S,retained
R1990,S,GG0005,S,retained
R1991,S,GG0005,S,retained
R1992,S,GG0005,S,retained
R1993,S,GG0005,S,retained
R1994,S,GG0005,S,retained
R1995,S,GG0005,S,retained
R1996,S,GG0005,S,retained
R1997,S,GG0005,S,retained
R1998,S,GG0005,S,retained
R1999,S,GG0005,S,retained
R2000,S,GG0005,S,retained
R2001,S,GG0005,S,retained
R2002,S,GG0005,S,retained
R2003,S,GG0005,S,retained
R2004,S,GG0005,S,retained
R2005,S,GG0005,S,retained
R2006,S,GG0005,S,retained
R2007,S,GG0005,S,retained
R2008,S,GG0005,S,retained
R2009,S,GG0005,S,retained
R2010,S,GG0005,S,retained
R2011,S,GG0005,S,retained
R2012,S,GG0005,S,retained
R2013,S,GG0005,S,retained
R2014,S,GG0005,S,retained
R2015,S,GG0005,S,retained
R2016,S,GG0005,S,retained
R2017,S,GG0005,S,retained
R2018,S,GG0005,S,retained
R2019,S,GG0005,S,retained
R2020,S,GG0005,S,retained
R2021,S,GG0005,S,retained
R2022,S,GG0005,S,retained
R2023,S,GG0005,S,retained
R2024,S,GG0005,S,retained
R2025,I,GG0009,I,retained
R2026,I,GG0009,I,retained
R2027,I,GG0009,I,retained
R2028,I,GG0009,I,retained
R2029,I,GG0009,I,retained
R2030,I,GG0009,I,retained
R2031,I,GG0009,I,retained
R2032,I,GG0009,I,retained
R2033,I,GG0009,I,retained
R2034,I,GG0009,I,retained
R2035,I,GG0009,I,retained
R2036,I,GG0009,I,retained
R2037,I,GG0009,I,retained
R2038,I,GG0009,I,retained
R2039,I,GG0009,I,retained
R2040,I,GG0009,I,retained
R2041,I,GG0009,I,retained
R2042,I,GG0009,I,retained
R2043,I,GG0009,I,retained
R2044,I,GG0009,I,retained
R2045,I,GG0009,I,retained
R2046,I,GG0009,I,retained
R2047,I,GG0009,I,retained
R2048,I,GG0009,I,retained
R2049,I,GG0009,I,retained
R2050,I,GG0009,I,retained
R2051,I,GG0009,I,retained
R2052,I,GG0009,I,retained
R2053,I,GG0009,I,retained
R2054,I,GG0009,I,retained
R2055,I,GG0009,I,retained
R2056,I,GG0009,I,retained
R2057,I,GG0009,I,retained
R2058,I,GG0009,I,retained
R2059,I,GG0009,I,retained
R2060,I,GG0009,I,retained
R2061,I,GG0009,I,retained
R2062,I,GG0009,I,retained
R2063,I,GG0009,I,retained
R2064,I,GG0009,I,retained
R2065,I,GG0009,I,retained
R2066,I,GG0009,I,retained
R2067,I,GG0009,I,retained
R2068,I,GG0009,I,retained
R2069,I,GG0009,I,retained
R2070,I,GG0009,I,retained
R2071,I,GG0009,I,retained
R2072,I,GG0009,I,retained
R2073,I,GG0009,I,retained
R2074,I,GG0009,I,retained
R2075,I,GG0009,I,retained
R2076,I,GG0009,I,retained
R2077,I,GG0009,I,retained
R2078,I,GG0009,I,retained
R2079,I,GG0009,I,retained
R2080,I,GG0112,I,excluded_group_protocol
R2081,I,GG0112,I,excluded_group_protocol
R2082,I,GG0112,I,excluded_group_protocol
R2083,I,GG0112,I,excluded_group_protocol
R2084,I,GG0112,I,excluded_group_protocol
R2085,I,GG0112,I,excluded_group_protocol
R2086,I,GG0112,I,excluded_group_protocol
R2087,I,GG0112,I,excluded_group_protocol
R2088,I,GG0112,I,excluded_group_protocol
R2089,I,GG0112,I,excluded_group_protocol
R2090,I,GG0112,I,excluded_group_protocol
R2091,S,GG0113,S,excluded_group_protocol
R2092,S,GG0113,S,excluded_group_protocol
R2093,S,GG0113,S,excluded_group_protocol
R2094,S,GG0113,S,excluded_group_protocol
R2095,S,GG0113,S,excluded_group_protocol
R2096,S,GG0113,S,excluded_group_protocol
R2097,S,GG0113,S,excluded_group_protocol
R2098,S,GG0113,S,excluded_group_protocol
R2099,S,GG0113,S,excluded_group_protocol
R2100,S,GG0113,S,excluded_group_protocol
R2101,S,GG0113,S,excluded_group_protocol
R2102,S,GG0113,S,excluded_group_protocol
R2103,A,GG0114,A,excluded_group_protocol
R2104,A,GG0114,A,excluded_group_protocol
R2105,A,GG0114,A,excluded_group_protocol
R2106,A,GG0114,A,excluded_group_protocol
R2107,A,GG0114,A,excluded_group_protocol
R2108,A,GG0114,A,excluded_group_protocol
R2109,A,GG0114,A,excluded_group_protocol
R2110,A,GG0114,A,excluded_group_protocol
R2111,A,GG0114,A,excluded_group_protocol
R2112,A,GG0114,A,excluded_group_protocol
R2113,A,GG0114,A,excluded_group_protocol
R2114,A,GG0114,A,excluded_group_protocol
R2115,A,GG0114,A,excluded_group_protocol
R2116,A,GG0114,A,excluded_group_protocol
R2117,A,GG0114,A,excluded_group_protocol
R2118,A,GG0114,A,excluded_group_protocol
R2119,S,GG0115,S,excluded_group_protocol
R2120,S,GG0115,S,excluded_group_protocol
R2121,S,GG0115,S,excluded_group_protocol
R2122,S,GG0115,S,excluded_group_protocol
R2123,S,GG0115,S,excluded_group_protocol
R2124,S,GG0115,S,excluded_group_protocol
R2125,S,GG0115,S,excluded_group_protocol
R2126,S,GG0115,S,excluded_group_protocol
R2127,S,GG0115,S,excluded_group_protocol
R2128,S,GG0115,S,excluded_group_protocol
R2129,S,GG0115,S,excluded_group_protocol
R2130,S,GG0115,S,excluded_group_protocol
R2131,S,GG0115,S,excluded_group_protocol
R2132,S,GG0115,S,excluded_group_protocol
R2133,S,GG0115,S,excluded_group_protocol
R2134,S,GG0115,S,excluded_group_protocol
R2135,S,GG0115,S,excluded_group_protocol
R2136,S,GG0115,S,excluded_group_protocol
R2137,S,GG0115,S,excluded_group_protocol
R2138,S,GG0115,S,excluded_group_protocol
R2139,S,GG0115,S,excluded_group_protocol
R2140,S,GG0115,S,excluded_group_protocol
R2141,S,GG0115,S,excluded_group_protocol
R2142,S,GG0033,S,excluded_group_protocol
R2143,S,GG0033,S,excluded_group_protocol
R2144,S,GG0033,S,excluded_group_protocol
R2145,S,GG0033,S,excluded_group_protocol
R2146,S,GG0033,S,excluded_group_protocol
R2147,S,GG0033,S,excluded_group_protocol
R2148,I,GG0039,I,retained
R2149,I,GG0039,I,retained
R2150,I,GG0039,I,retained
R2151,I,GG0039,I,retained
R2152,I,GG0039,I,retained
R2153,I,GG0039,I,retained
R2154,I,GG0039,I,retained
R2155,I,GG0039,I,retained
R2156,I,GG0039,I,retained
R2157,I,GG0039,I,retained
R2158,I,GG0039,I,retained
R2159,I,GG0039,I,retained
R2160,I,GG0039,I,retained
R2161,I,GG0039,I,retained
R2162,I,GG0039,I,retained
R2163,I,GG0039,I,retained
R2164,I,GG0039,I,retained
R2165,I,GG0039,I,retained
R2166,I,GG0039,I,retained
R2167,I,GG0039,I,retained
R2168,I,GG0039,I,retained
R2169,I,GG0039,I,retained
R2170,I,GG0039,I,retained
R2171,I,GG0039,I,retained
R2172,I,GG0039,I,retained
R2173,I,GG0039,I,retained
R2174,I,GG0039,I,retained
R2175,I,GG0039,I,retained
R2176,I,GG0039,I,retained
R2177,I,GG0039,I,retained
R2178,I,GG0039,I,retained
R2179,I,GG0039,I,retained
R2180,I,GG0039,I,retained
R2181,I,GG0039,I,retained
R2182,I,GG0039,I,retained
R2183,I,GG0039,I,retained
R2184,I,GG0039,I,retained
R2185,I,GG0039,I,retained
R2186,I,GG0039,I,retained
R2187,I,GG0039,I,retained
R2188,I,GG0039,I,retained
R2189,I,GG0039,I,retained
R2190,I,GG0039,I,retained
R2191,I,GG0039,I,retained
R2192,I,GG0039,I,retained
R2193,I,GG0039,I,retained
R2194,I,GG0039,I,retained
R2195,I,GG0039,I,retained
R2196,I,GG0039,I,retained
R2197,I,GG0039,I,retained
R2198,I,GG0039,I,retained
R2199,I,GG0039,I,retained
R2200,I,GG0039,I,retained
R2201,I,GG0039,I,retained
R2202,I,GG0039,I,retained
R2203,I,GG0039,I,retained
R2204,I,GG0116,I,excluded_group_protocol
R2205,I,GG0116,I,excluded_group_protocol
R2206,I,GG0116,I,excluded_group_protocol
R2207,I,GG0116,I,excluded_group_protocol
R2208,I,GG0116,I,excluded_group_protocol
R2209,I,GG0116,I,excluded_group_protocol
R2210,I,GG0116,I,excluded_group_protocol
R2211,I,GG0116,I,excluded_group_protocol
R2212,I,GG0116,I,excluded_group_protocol
