Record ID,outer_fold_id,role,Geological Group ID,Reference-connected block,reported_type,valid_oof,analysis_protocol_hash,abstain_reason,row_missing_fraction,n_retained_features,retained_features,requested_split_seed,effective_split_seed,split_seed_offset
R0163,1,validation,GG0046,RCB0035,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Sr; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0084,3,validation,GG0045,RCB0034,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0085,3,validation,GG0045,RCB0034,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0086,3,validation,GG0045,RCB0034,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0087,3,validation,GG0045,RCB0034,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0088,3,validation,GG0045,RCB0034,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0089,3,validation,GG0045,RCB0034,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0090,3,validation,GG0045,RCB0034,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0091,3,validation,GG0045,RCB0034,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.1,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0123,3,validation,GG0017,RCB0007,A,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0124,3,validation,GG0017,RCB0007,A,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0125,3,validation,GG0017,RCB0007,A,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0126,3,validation,GG0017,RCB0007,A,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0127,3,validation,GG0017,RCB0007,A,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0128,3,validation,GG0017,RCB0007,A,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0129,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0130,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0131,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0132,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0133,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0134,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0135,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0136,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0137,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.2,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0138,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0139,3,validation,GG0007,RCB0007,I,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.2,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0144,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0145,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0146,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0147,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0148,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0149,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0150,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0151,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0152,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0153,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0154,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0155,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0156,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.0,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0173,3,validation,GG0035,RCB0028,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.05,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0174,3,validation,GG0035,RCB0028,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.05,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0175,3,validation,GG0035,RCB0028,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.05,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0176,3,validation,GG0035,RCB0028,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.05,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0177,3,validation,GG0035,RCB0028,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.05,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0178,3,validation,GG0035,RCB0028,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.05,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0179,3,validation,GG0035,RCB0028,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.05,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0370,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0371,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0372,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
R0373,3,validation,GG0034,RCB0027,S,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,,0.025,40,SiO2; TiO2; Al2O3; Fe2O3; FeO; MnO; MgO; CaO; Na2O; K2O; P2O5; Rb; Y; Zr; Nb; Ba; La; Ce; Pr; Nd; Sm; Eu; Gd; Tb; Dy; Ho; Er; Tm; Yb; Lu; Hf; Ta; Ga; A/CNK; A/NK; Fe*; K2O/Na2O; Zr/Hf; Eu/Eu*; (La/Yb)N,20260992,20260992,0
