Record ID,Sample ID,Age reported (Ma),Granite type,Geological Group ID,Geological Group Name,Reference ID,Citation key,Geological group,Geological Group Name_S2,Province / Region,Parent Geological Unit or Included Subunit(s),Group Type,Grouping Rationale,Confidence Level,Number of Samples,Reference ID(s),Reference-connected block,Reference ID normalized
R1419,ZK48-1-338,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1420,ZK48-1-366,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1421,GR-16,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1422,GR-17,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1423,GR-19,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1424,TZ-1,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1425,ZY-3,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1426,TZ2,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1427,ZYS9,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1428,ZYS20,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1429,XAK-82,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1430,XAZ-24,79.5 ± 1.3 Ma,A,GG0011,Gejiu,REF0110,REF0110,GG0011,Gejiu,Not specified in source title,,Composite or parent geological unit,Related subunits are consolidated under the named Gejiu parent unit so genetically and spatially related samples remain in one validation group.,Medium,30,REF0077; REF0110,RCB0011,REF0077; REF0110
R1431,XS02-1,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1432,XS02-2,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1433,XS06-1,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1434,XS1506,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1435,XS1507,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1436,XS1526,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1437,XS1541,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1438,ZK36-1- 379,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1439,ZK36-1- 388,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1440,ZK36-1- 426,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1441,ZK48-1- 338,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1442,ZK48-1- 366,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1443,XS1529,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1444,XS1530,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1445,XS1531,78.1 ± 0.9 Ma; 79.0 ± 1.2 Ma; 79.3 ± 0.8 Ma,A,GG0088,Xishan A-type granite pluton,REF0111,REF0111,GG0088,Xishan A-type granite pluton,South China,Xishan Sn–W deposit,Pluton,The linked study explicitly identifies the Xishan A-type granite pluton; records are grouped at that named geological-unit level.,High,15,REF0111,RCB0056,REF0111
R1446,12GZ-30-1,246 ± 3 Ma,I,GG0089,Gaozhou gneissoid granite suite,REF0112,REF0112,GG0089,Gaozhou gneissoid granite suite,Guangdong,Yunkai Massif,Granite suite,The linked study defines the analyzed rocks as the Gaozhou gneissoid granite suite; records are retained together at that documented composite or regional geological level.,High,7,REF0112,RCB0057,REF0112
R1447,12GZ-30-2,246 ± 3 Ma,I,GG0089,Gaozhou gneissoid granite suite,REF0112,REF0112,GG0089,Gaozhou gneissoid granite suite,Guangdong,Yunkai Massif,Granite suite,The linked study defines the analyzed rocks as the Gaozhou gneissoid granite suite; records are retained together at that documented composite or regional geological level.,High,7,REF0112,RCB0057,REF0112
R1448,12GZ-30-3,246 ± 3 Ma,I,GG0089,Gaozhou gneissoid granite suite,REF0112,REF0112,GG0089,Gaozhou gneissoid granite suite,Guangdong,Yunkai Massif,Granite suite,The linked study defines the analyzed rocks as the Gaozhou gneissoid granite suite; records are retained together at that documented composite or regional geological level.,High,7,REF0112,RCB0057,REF0112
R1449,12GZ-30-4,246 ± 3 Ma,I,GG0089,Gaozhou gneissoid granite suite,REF0112,REF0112,GG0089,Gaozhou gneissoid granite suite,Guangdong,Yunkai Massif,Granite suite,The linked study defines the analyzed rocks as the Gaozhou gneissoid granite suite; records are retained together at that documented composite or regional geological level.,High,7,REF0112,RCB0057,REF0112
R1450,12GZ-30-5,246 ± 3 Ma,I,GG0089,Gaozhou gneissoid granite suite,REF0112,REF0112,GG0089,Gaozhou gneissoid granite suite,Guangdong,Yunkai Massif,Granite suite,The linked study defines the analyzed rocks as the Gaozhou gneissoid granite suite; records are retained together at that documented composite or regional geological level.,High,7,REF0112,RCB0057,REF0112
R1451,12GZ-30-6,246 ± 3 Ma,I,GG0089,Gaozhou gneissoid granite suite,REF0112,REF0112,GG0089,Gaozhou gneissoid granite suite,Guangdong,Yunkai Massif,Granite suite,The linked study defines the analyzed rocks as the Gaozhou gneissoid granite suite; records are retained together at that documented composite or regional geological level.,High,7,REF0112,RCB0057,REF0112
R1452,12GZ-30-7,246 ± 3 Ma,I,GG0089,Gaozhou gneissoid granite suite,REF0112,REF0112,GG0089,Gaozhou gneissoid granite suite,Guangdong,Yunkai Massif,Granite suite,The linked study defines the analyzed rocks as the Gaozhou gneissoid granite suite; records are retained together at that documented composite or regional geological level.,High,7,REF0112,RCB0057,REF0112
R1453,ZB-1,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1454,ZB-2,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1455,ZB-3,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1456,ZB-4,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1457,ZB-5,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1458,ZB-6,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1459,ZB-7,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1460,ZB-10,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1461,ZB-11,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1462,ZB-12,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1463,ZB-13,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1464,ZB-14,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1465,ZB-15,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1466,ZB-16,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1467,ZB-8,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1468,ZB-9,171–199 Ma,I,GG0090,Zhaibei granite,REF0113,REF0113,GG0090,Zhaibei granite,Jiangxi,,Granite body,The linked study explicitly identifies the Zhaibei granite; records are grouped at that named geological-unit level.,High,16,REF0113,RCB0058,REF0113
R1574,LMD19,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1575,LMD20,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1576,LMD25,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1577,LMD26,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1578,LMD27,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1579,LMD28,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1580,LMD29,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1581,LMD31,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1582,LMD33,224.8 ± 1.6 Ma,S,GG0096,Daqiling concealed intrusion,REF0119,REF0119,GG0096,Daqiling concealed intrusion,Guangxi,,Intrusion,The linked study explicitly identifies the Daqiling concealed intrusion; records are grouped at that named geological-unit level.,High,9,REF0119,RCB0059,REF0119
R1591,zk42083,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1592,zk42084,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1593,zk42085,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1594,zk42095,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1595,zk42092,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1596,zk42093,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1597,zk54067,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1598,zk54062,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1599,zk54063,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1600,zk54061,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1601,zk54064,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1602,2134,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1603,2199,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1604,2120,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1605,2190,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1606,1999,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1607,2100,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1608,2101,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1609,2105,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1610,2164,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1611,2178,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1612,2186,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
R1613,2191,153.5 ± 1.0 Ma; 150.4 ± 1.0 Ma,I,GG0039,Zhuxi,REF0121,REF0121,GG0039,Zhuxi,Jiangxi,,Named pluton or intrusive unit,The linked references explicitly identify the Zhuxi; all associated records are assigned to that named geological unit.,High,119,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159,RCB0031,REF0090; REF0121; REF0156; REF0157; REF0158; REF0159
